SAMPLE_ID	TAP1	B2M	IRF1	STAT1	CXCL9	CXCL10	PSMB9	NLRC5	HLA-A	HLA-B
TCGA-CV-5434-01	-0.7514	-0.5271	-1.0088	0.0753	-0.2929	-0.458	-0.7089	0.202	0.0	0.0
TCGA-CV-5432-01	-1.081	-1.3447	-0.8915	-0.886	-0.5366	-0.5177	-0.8803	-0.8901	0.0	0.0
TCGA-CV-5430-01	-0.3046	-0.7179	0.0036	0.1927	-0.2136	-0.1697	-0.5715	-0.229	0.0	0.0
TCGA-CQ-5334-01	1.0647	0.1507	0.9473	2.2814	0.6647	0.095	0.3263	0.7004	0.0	0.0
TCGA-CQ-5332-01	-1.2445	-1.4963	-1.0908	-0.6897	-0.6202	-0.5262	-0.9558	-1.3475	0.0	0.0
TCGA-CQ-5330-01	1.2985	-0.2874	0.7883	1.6095	2.0159	0.5947	0.3628	1.4521	0.0	0.0
TCGA-CQ-5329-01	0.9341	0.6966	-0.6597	0.9853	1.1268	-0.0965	1.601	-0.2497	0.0	0.0
TCGA-CQ-5327-01	1.8012	1.4934	0.836	1.1521	0.6008	0.8869	0.9497	1.1708	0.0	0.0
TCGA-CQ-5325-01	1.5909	2.7037	0.5041	1.866	0.8688	1.2721	0.9829	0.407	0.0	0.0
TCGA-CQ-5324-01	0.1334	-0.2547	-0.1266	1.0573	0.0276	-0.2551	-0.3813	0.5654	0.0	0.0
TCGA-CQ-5323-01	0.204	-0.4504	0.4335	0.2707	-0.2848	-0.2166	-0.2488	2.1863	0.0	0.0
TCGA-CN-6024-01	-1.2035	-1.5935	-0.897	-1.0346	-0.6188	-0.5297	-0.9878	-1.4525	0.0	0.0
TCGA-CN-6023-01	0.1142	-0.5469	-0.8669	-0.1449	0.1948	-0.4951	-0.1959	-0.1519	0.0	0.0
TCGA-CN-6022-01	-0.7449	-0.8395	-1.0946	-0.9033	-0.5607	-0.5164	-0.7338	-1.054	0.0	0.0
TCGA-CN-6021-01	-1.2115	-1.5469	-1.2685	-1.1007	-0.627	-0.5361	-0.9292	-1.3196	0.0	0.0
TCGA-CN-6020-01	-0.1331	-0.1424	-0.783	-0.2478	-0.5461	-0.3097	-0.6407	0.2136	0.0	0.0
TCGA-CN-6019-01	-1.0984	-0.4463	-0.8345	-0.8344	-0.4536	-0.4994	-0.7546	-1.0158	0.0	0.0
TCGA-CN-6018-01	0.7006	0.2978	-0.3184	0.9277	-0.315	-0.0407	1.0534	-0.0042	0.0	0.0
TCGA-CN-6017-01	1.1886	1.0564	1.1343	1.7733	0.93	0.4942	0.6845	1.4872	0.0	0.0
TCGA-CN-6016-01	-0.7728	-0.6235	-0.1167	-0.1716	-0.3049	-0.4342	-0.447	-0.2798	0.0	0.0
TCGA-CN-6013-01	2.6419	1.8166	2.2651	1.8841	1.2523	-0.0831	0.878	7.8654	0.0	0.0
TCGA-CN-6012-01	-0.5961	-0.6546	-0.5605	-0.1881	-0.0805	-0.4396	-0.501	-0.2963	0.0	0.0
TCGA-CN-6011-01	0.7248	0.478	-0.7742	0.2557	-0.5841	-0.328	-0.1789	1.4767	0.0	0.0
TCGA-CN-6010-01	-0.8825	-0.9416	-1.0308	-0.8295	-0.4901	-0.5216	-0.8275	-0.727	0.0	0.0
TCGA-UF-A71A-06	-1.2959	-1.4969	-1.315	-1.1198	-0.6339	-0.5363	-0.9389	-1.5212	0.0	0.0
TCGA-KU-A6H7-06	0.7651	-1.6126	1.3552	-0.8449	-0.371	-0.1756	3.797	-1.1496	0.0	0.0
TCGA-CV-5444-01	0.2407	0.6436	0.0593	0.8095	0.2298	-0.2982	0.5433	0.4265	0.0	0.0
TCGA-CV-5443-01	-0.7995	-0.6975	0.2413	-0.3294	0.5829	-0.3746	-0.5456	-1.2871	0.0	0.0
TCGA-CV-5442-01	-1.376	-1.7792	-1.3336	-1.3993	-0.6152	-0.5353	-1.0463	-1.7027	0.0	0.0
TCGA-CV-5441-01	-0.6766	-1.0876	-0.9854	-0.9617	-0.5533	-0.5141	-0.7062	-0.7132	0.0	0.0
TCGA-CV-5440-01	-0.0634	-1.3188	-0.028	0.3544	-0.5071	-0.4788	-0.4613	-0.4613	0.0	0.0
TCGA-CV-5436-01	-0.1932	0.7228	-0.7925	1.8523	-0.435	-0.4218	-0.4855	2.4967	0.0	0.0
TCGA-CV-5431-01	-0.349	-0.0436	-0.202	-0.3504	0.3179	-0.4487	-0.2185	-0.5333	0.0	0.0
TCGA-CR-5250-01	-0.8472	-0.9805	-0.6506	-0.9286	-0.4301	-0.4237	-0.735	-0.9031	0.0	0.0
TCGA-CR-5249-01	-0.3798	-0.3004	-0.0541	-0.7714	-0.4019	-0.4485	-0.5527	-0.4371	0.0	0.0
TCGA-CR-5243-01	-0.2477	-1.3355	0.0243	-0.4994	-0.4317	-0.2731	-0.2097	-0.878	0.0	0.0
TCGA-CN-5358-01	-0.5024	-0.1477	-0.1583	-0.1089	-0.0998	-0.3815	-0.5994	0.3116	0.0	0.0
TCGA-CN-4742-01	-0.4981	-0.5964	-1.0007	0.1872	-0.5783	-0.4902	-0.7926	-0.7976	0.0	0.0
TCGA-CN-4739-01	-0.968	-1.1762	-0.7756	-0.9984	-0.5528	-0.5227	-0.8143	-0.2121	0.0	0.0
TCGA-CN-4738-01	-0.3295	0.0691	0.4022	0.021	-0.212	-0.4171	-0.4389	0.3557	0.0	0.0
TCGA-BA-5559-01	0.6339	0.2132	2.0528	1.4025	1.8253	0.144	0.0467	1.0249	0.0	0.0
TCGA-BA-5558-01	0.6332	-0.0964	-0.3052	0.136	-0.3203	-0.2617	-0.2644	0.6741	0.0	0.0
TCGA-BA-5557-01	-0.8357	-0.2509	-1.0004	-0.7309	-0.4818	-0.5143	-0.8007	-0.9286	0.0	0.0
TCGA-BA-5556-01	2.2143	0.4015	0.9364	1.7555	1.9675	1.7894	0.8408	1.6221	0.0	0.0
TCGA-BA-5555-01	0.4139	-0.8739	-0.8646	-0.4118	-0.48	-0.4668	0.0226	-0.427	0.0	0.0
TCGA-BA-5149-01	-0.2941	-0.139	-0.0529	0.5321	-0.0478	-0.2956	-0.2161	-0.3513	0.0	0.0
TCGA-CN-5374-01	-0.0422	-0.1115	0.1999	-0.5834	0.077	-0.3894	0.0512	0.4351	0.0	0.0
TCGA-CN-5373-01	0.5729	0.8548	-0.2898	2.3711	0.1122	0.3501	-0.006	1.4263	0.0	0.0
TCGA-CN-5369-01	1.6456	0.9614	1.9587	1.4057	0.9247	0.8196	0.209	1.6131	0.0	0.0
TCGA-CN-5367-01	-0.1797	-0.2465	-0.7332	-0.3533	-0.5404	-0.4549	-0.368	0.3583	0.0	0.0
TCGA-CN-5366-01	-0.1169	0.1098	-0.3482	0.1	0.3847	-0.3428	-0.3857	0.0522	0.0	0.0
TCGA-CN-5365-01	0.256	1.3465	0.2356	-0.0365	-0.36	-0.1963	0.3366	0.3815	0.0	0.0
TCGA-CN-5364-01	-0.7628	-0.321	0.0781	0.0121	-0.5149	-0.4734	-0.376	-0.7417	0.0	0.0
TCGA-CN-5363-01	1.862	0.4604	1.1515	1.2223	3.4427	0.6479	1.556	0.5735	0.0	0.0
TCGA-CN-5361-01	0.608	0.2651	-0.5527	0.2192	-0.3131	-0.3483	-0.1824	-0.2185	0.0	0.0
TCGA-CN-5360-01	0.1086	-0.2595	0.0596	0.6406	0.714	-0.3893	-0.3211	0.7217	0.0	0.0
TCGA-CN-5359-01	-0.7026	-0.3291	-0.3354	0.044	-0.138	-0.4265	-0.614	0.6002	0.0	0.0
TCGA-CN-5356-01	-0.9572	-1.3108	-1.2017	-1.0816	-0.6137	-0.5321	-0.8659	-1.0828	0.0	0.0
TCGA-CN-5355-01	-0.8048	-0.9278	-0.9155	-1.0486	-0.5849	-0.5225	-0.8811	-0.9182	0.0	0.0
TCGA-CN-4741-01	-0.3569	-0.4859	-0.4642	-0.5663	-0.4874	-0.4724	-0.3735	1.0512	0.0	0.0
TCGA-CN-4740-01	-0.7344	0.3849	-0.5321	-0.5786	-0.2578	-0.4702	-0.7044	-0.4586	0.0	0.0
TCGA-CN-4737-01	-1.011	-0.9788	-1.2211	-0.8571	-0.5973	-0.527	-0.9318	-0.2543	0.0	0.0
TCGA-CN-4736-01	1.7348	1.4807	0.8687	1.245	2.9202	0.7048	0.5729	1.5365	0.0	0.0
TCGA-CN-4735-01	-0.5009	0.4901	0.2444	0.4865	0.5153	-0.395	-0.1545	-0.3949	0.0	0.0
TCGA-CN-4734-01	1.5007	0.9505	-0.281	2.2023	0.7709	0.6556	0.2937	1.5548	0.0	0.0
TCGA-CN-4731-01	-0.5198	0.8043	-0.4355	-0.8605	-0.6171	-0.5255	-0.0395	-1.2068	0.0	0.0
TCGA-CN-4730-01	-0.5532	-1.0972	-0.963	-1.0398	-0.598	-0.5305	-0.3783	-0.9256	0.0	0.0
TCGA-CN-4729-01	-0.5171	0.2397	-0.7844	-0.85	-0.5963	-0.5243	-0.7422	-0.4843	0.0	0.0
TCGA-CN-4728-01	-0.3177	0.2546	-0.3555	-0.2951	-0.2422	-0.4063	-0.4984	0.2445	0.0	0.0
TCGA-CN-4727-01	-0.7708	-0.8738	-1.1708	-1.2519	-0.6392	-0.5374	-0.7953	-0.7599	0.0	0.0
TCGA-CN-4726-01	-0.69	0.7017	-1.0733	-0.5998	-0.6023	-0.5188	-0.68	-1.2648	0.0	0.0
TCGA-CN-4725-01	-1.0488	-1.2166	-1.1702	-1.0297	-0.6128	-0.5207	-0.872	-1.1027	0.0	0.0
TCGA-CN-4723-01	0.1391	-0.1549	-0.7873	0.3593	0.1752	-0.3367	-0.5055	1.3363	0.0	0.0
TCGA-CN-4722-01	-1.1286	-1.2075	-1.1669	-1.1419	-0.6243	-0.5314	-0.9257	-1.2997	0.0	0.0
TCGA-BB-4228-01	-0.9629	-1.2254	-1.0825	-0.774	-0.2721	-0.1675	-0.8116	-1.4091	0.0	0.0
TCGA-BB-4225-01	-0.4385	-0.0457	0.3941	-0.0307	-0.3707	0.4698	-0.3119	-1.1228	0.0	0.0
TCGA-BB-4224-01	-0.5002	-0.2328	-1.1297	-1.0123	-0.5795	-0.4831	-0.4812	-0.7591	0.0	0.0
TCGA-BB-4223-01	-0.9511	-0.9747	-0.4239	-0.016	0.0892	-0.2506	-0.6641	0.416	0.0	0.0
TCGA-BA-5153-01	-0.5438	-1.0528	0.1161	-0.6411	-0.5715	-0.4273	-0.3665	-0.8378	0.0	0.0
TCGA-BA-5151-01	-0.5425	-0.1886	-1.047	0.1797	-0.551	-0.4638	-0.6533	0.0679	0.0	0.0
TCGA-BA-4078-01	-0.8743	-0.9541	-0.8976	-0.7438	-0.4105	-0.4449	-0.7184	-1.2093	0.0	0.0
TCGA-BA-4077-01	1.2825	1.8957	1.2737	0.6488	0.4814	0.8207	1.4017	0.5668	0.0	0.0
TCGA-BA-4076-01	-1.0457	-0.671	-1.0885	-1.2141	-0.6093	-0.5217	-0.706	-1.1067	0.0	0.0
TCGA-BA-4075-01	-0.8336	-0.2007	-1.1599	-0.7115	-0.6381	-0.5106	-0.2473	-1.6251	0.0	0.0
